CustomerID,Recency,Frequency,Monetary,FirstPurchaseDate,LastPurchaseDate,R_Score,F_Score,M_Score,RFM_Score,Segment
16804,24,3,536.99,"2011-03-14 15:48:00","2011-11-16 16:43:00",4,3,3,433,"Loyal Customers"
15043,32,1,537.00,"2011-11-08 14:26:00","2011-11-08 14:26:00",4,2,3,423,"New Customers"
16206,55,4,537.06,"2011-01-16 11:07:00","2011-10-16 10:41:00",3,4,3,343,"Loyal Customers"
14539,16,2,537.48,"2011-10-26 12:03:00","2011-11-24 09:50:00",4,2,3,423,"New Customers"
15539,8,1,538.46,"2011-12-02 13:36:00","2011-12-02 13:36:00",5,1,3,513,"New Customers"
15469,51,2,538.55,"2011-08-11 16:54:00","2011-10-20 16:21:00",3,3,3,333,"Loyal Customers"
14496,312,2,538.81,"2010-12-01 15:35:00","2011-02-01 09:01:00",1,3,3,133,"Cant Lose Them"
13812,43,3,539.00,"2011-08-26 12:54:00","2011-10-28 14:27:00",3,4,3,343,"Loyal Customers"
12743,135,2,540.13,"2011-07-28 16:06:00","2011-07-28 16:21:00",2,3,3,233,"Cant Lose Them"
13874,359,1,540.45,"2010-12-16 18:20:00","2010-12-16 18:20:00",1,1,3,113,Lost
17557,15,3,541.46,"2011-09-19 14:23:00","2011-11-25 12:57:00",4,3,3,433,"Loyal Customers"
17447,41,2,541.53,"2011-09-29 10:10:00","2011-10-30 14:18:00",3,3,3,333,"Loyal Customers"
17897,173,3,541.81,"2010-12-01 12:31:00","2011-06-20 11:23:00",2,3,3,233,"Cant Lose Them"
16230,190,2,542.03,"2011-05-03 15:12:00","2011-06-03 10:06:00",1,3,3,133,"Cant Lose Them"
13278,41,1,542.73,"2011-10-30 11:49:00","2011-10-30 11:49:00",3,2,3,323,"Potential Loyalist"
16927,116,3,543.05,"2010-12-13 11:57:00","2011-08-16 11:10:00",2,4,3,243,"Cant Lose Them"
13390,75,1,544.08,"2011-09-26 08:38:00","2011-09-26 08:38:00",2,2,3,223,"Needs Attention"
13617,41,3,544.18,"2011-06-12 12:55:00","2011-10-30 13:50:00",3,4,3,343,"Loyal Customers"
16475,89,4,544.30,"2011-03-11 09:39:00","2011-09-12 14:37:00",2,4,3,243,"Cant Lose Them"
12793,335,2,545.48,"2010-12-03 15:14:00","2011-01-09 12:12:00",1,3,3,133,"Cant Lose Them"
17806,12,1,546.04,"2011-11-28 14:12:00","2011-11-28 14:12:00",5,1,3,513,"New Customers"
14997,47,3,546.20,"2011-06-14 16:52:00","2011-10-24 13:28:00",3,4,3,343,"Loyal Customers"
14805,16,4,546.40,"2011-01-30 10:43:00","2011-11-24 16:20:00",4,4,3,443,"Loyal Customers"
17520,54,1,546.81,"2011-10-17 12:04:00","2011-10-17 12:04:00",3,2,3,323,"Potential Loyalist"
17295,29,3,547.00,"2011-10-06 12:22:00","2011-11-11 10:49:00",4,3,3,433,"Loyal Customers"
16211,89,1,547.02,"2011-09-12 12:11:00","2011-09-12 12:11:00",2,2,3,223,"Needs Attention"
17637,32,2,547.06,"2011-08-16 13:25:00","2011-11-08 12:51:00",4,3,3,433,"Loyal Customers"
16811,5,2,547.07,"2011-11-22 17:19:00","2011-12-05 11:39:00",5,2,3,523,"New Customers"
14474,47,1,547.66,"2011-10-24 13:26:00","2011-10-24 13:26:00",3,2,3,323,"Potential Loyalist"
16031,93,2,547.90,"2011-04-06 14:23:00","2011-09-08 13:07:00",2,3,3,233,"Cant Lose Them"
16536,111,1,548.12,"2011-08-21 15:54:00","2011-08-21 15:54:00",2,2,3,223,"Needs Attention"
14177,87,4,549.46,"2011-06-13 11:10:00","2011-09-14 15:11:00",2,4,3,243,"Cant Lose Them"
12390,80,1,549.84,"2011-09-21 09:33:00","2011-09-21 09:33:00",2,2,3,223,"Needs Attention"
17265,139,2,550.01,"2011-06-12 12:00:00","2011-07-24 10:49:00",2,3,3,233,"Cant Lose Them"
17235,26,2,550.06,"2010-12-02 13:38:00","2011-11-14 15:51:00",4,2,3,423,"New Customers"
17291,309,1,550.80,"2011-02-04 13:04:00","2011-02-04 13:04:00",1,1,3,113,Lost
17674,75,2,551.04,"2010-12-06 10:20:00","2011-09-26 13:35:00",2,3,3,233,"Cant Lose Them"
12363,110,2,552.00,"2011-04-11 13:29:00","2011-08-22 10:18:00",2,3,3,233,"Cant Lose Them"
15068,47,2,553.36,"2011-03-28 14:27:00","2011-10-24 14:47:00",3,3,3,333,"Loyal Customers"
14618,10,3,553.44,"2011-01-06 11:59:00","2011-11-30 13:45:00",5,3,3,533,"Loyal Customers"
14891,149,2,554.38,"2011-06-05 10:58:00","2011-07-14 18:08:00",2,3,3,233,"Cant Lose Them"
17864,13,3,554.85,"2011-03-09 11:44:00","2011-11-27 11:15:00",5,3,3,533,"Loyal Customers"
16385,61,3,554.86,"2010-12-08 12:56:00","2011-10-10 13:12:00",3,4,3,343,"Loyal Customers"
17955,199,4,557.30,"2011-05-04 12:29:00","2011-05-25 12:00:00",1,4,3,143,"Cant Lose Them"
13260,62,1,557.62,"2011-10-09 13:21:00","2011-10-09 13:21:00",3,2,3,323,"Potential Loyalist"
14592,36,3,557.94,"2011-10-06 18:08:00","2011-11-04 16:35:00",3,4,3,343,"Loyal Customers"
13800,310,1,558.32,"2011-02-03 12:27:00","2011-02-03 12:27:00",1,1,3,113,Lost
12987,74,2,558.70,"2011-05-26 12:00:00","2011-09-27 12:03:00",2,3,3,233,"Cant Lose Them"
17503,3,2,558.96,"2011-11-01 11:12:00","2011-12-07 09:18:00",5,2,3,523,"New Customers"
12866,284,1,559.12,"2011-03-01 14:11:00","2011-03-01 14:11:00",1,1,3,113,Lost
16906,82,4,559.59,"2011-04-05 12:30:00","2011-09-19 11:49:00",2,4,3,243,"Cant Lose Them"
15415,314,1,559.61,"2011-01-30 14:13:00","2011-01-30 14:13:00",1,1,3,113,Lost
16275,197,1,559.87,"2011-05-27 12:41:00","2011-05-27 12:41:00",1,1,3,113,Lost
14273,52,4,559.97,"2011-04-11 13:24:00","2011-10-19 13:20:00",3,4,3,343,"Loyal Customers"
13044,292,1,560.47,"2011-02-21 15:20:00","2011-02-21 15:20:00",1,1,3,113,Lost
15655,244,1,560.67,"2011-04-10 15:25:00","2011-04-10 15:25:00",1,1,3,113,Lost
13946,80,3,561.57,"2011-03-17 10:02:00","2011-09-21 13:33:00",2,4,3,243,"Cant Lose Them"
12559,311,2,561.71,"2011-01-24 10:12:00","2011-02-02 09:49:00",1,3,3,133,"Cant Lose Them"
16916,24,2,562.41,"2010-12-02 13:14:00","2011-11-16 12:08:00",4,2,3,423,"New Customers"
12414,218,3,562.41,"2011-02-02 14:51:00","2011-05-06 14:51:00",1,3,3,133,"Cant Lose Them"
14167,40,4,562.59,"2011-01-12 15:44:00","2011-10-31 14:29:00",3,4,3,343,"Loyal Customers"
17970,212,1,562.79,"2011-05-12 20:03:00","2011-05-12 20:03:00",1,1,3,113,Lost
14753,88,1,563.15,"2011-09-13 14:50:00","2011-09-13 14:50:00",2,2,3,223,"Needs Attention"
16933,2,2,563.23,"2011-04-14 13:33:00","2011-12-08 12:54:00",5,2,3,523,"New Customers"
15344,1,3,563.94,"2011-09-26 14:48:00","2011-12-09 10:45:00",5,3,3,533,"Loyal Customers"
13894,24,3,564.62,"2011-02-02 12:54:00","2011-11-16 09:44:00",4,3,3,433,"Loyal Customers"
16345,45,1,565.46,"2011-10-26 16:03:00","2011-10-26 16:03:00",3,2,3,323,"Potential Loyalist"
16278,101,1,566.38,"2011-08-31 17:12:00","2011-08-31 17:12:00",2,2,3,223,"Needs Attention"
18150,33,3,566.58,"2011-05-22 10:47:00","2011-11-07 16:49:00",4,3,3,433,"Loyal Customers"
16667,69,2,567.18,"2011-02-28 12:57:00","2011-10-02 15:26:00",3,3,3,333,"Loyal Customers"
13321,73,2,567.36,"2011-09-14 15:18:00","2011-09-28 15:24:00",2,3,3,233,"Cant Lose Them"
17360,18,3,568.24,"2011-06-08 17:09:00","2011-11-22 13:11:00",4,3,3,433,"Loyal Customers"
13939,24,3,568.55,"2011-02-01 11:30:00","2011-11-16 13:33:00",4,3,3,433,"Loyal Customers"
15315,65,2,570.50,"2011-08-15 15:17:00","2011-10-06 12:51:00",3,3,3,333,"Loyal Customers"
15821,45,2,570.96,"2011-10-09 13:28:00","2011-10-26 15:48:00",3,3,3,333,"Loyal Customers"
17616,174,3,571.20,"2010-12-07 10:04:00","2011-06-19 10:11:00",2,3,3,233,"Cant Lose Them"
13816,24,2,571.67,"2011-10-06 14:37:00","2011-11-16 08:38:00",4,2,3,423,"New Customers"
12816,96,2,572.20,"2011-06-16 13:24:00","2011-09-05 12:41:00",2,3,3,233,"Cant Lose Them"
13405,75,3,572.45,"2011-01-26 09:27:00","2011-09-26 17:01:00",2,4,3,243,"Cant Lose Them"
13379,27,3,572.56,"2011-07-26 12:26:00","2011-11-13 13:45:00",4,3,3,433,"Loyal Customers"
12879,45,3,573.22,"2011-09-09 12:11:00","2011-10-26 12:24:00",3,4,3,343,"Loyal Customers"
15303,291,1,574.02,"2011-02-22 13:59:00","2011-02-22 13:59:00",1,1,3,113,Lost
15339,67,2,574.07,"2011-01-25 13:15:00","2011-10-04 12:51:00",3,3,3,333,"Loyal Customers"
18123,25,2,574.44,"2011-11-08 13:31:00","2011-11-15 14:23:00",4,2,3,423,"New Customers"
14400,150,1,574.70,"2011-07-13 15:50:00","2011-07-13 15:50:00",2,2,3,223,"Needs Attention"
13487,58,3,575.40,"2010-12-21 14:54:00","2011-10-13 12:07:00",3,4,3,343,"Loyal Customers"
15550,5,4,575.63,"2011-02-11 12:49:00","2011-12-05 15:38:00",5,4,3,543,"Loyal Customers"
15830,38,1,576.00,"2011-11-02 10:40:00","2011-11-02 10:40:00",3,2,3,323,"Potential Loyalist"
16723,92,2,576.40,"2011-08-24 11:31:00","2011-09-09 13:01:00",2,3,3,233,"Cant Lose Them"
14176,298,4,576.90,"2010-12-07 11:45:00","2011-02-15 13:12:00",1,4,3,143,"Cant Lose Them"
12601,190,5,577.06,"2011-01-11 10:38:00","2011-06-03 10:17:00",1,4,3,143,"Cant Lose Them"
14529,61,3,578.61,"2011-08-21 14:10:00","2011-10-10 15:27:00",3,4,3,343,"Loyal Customers"
16005,13,4,578.71,"2011-03-14 11:46:00","2011-11-27 13:47:00",5,4,3,543,"Loyal Customers"
17540,25,2,578.90,"2011-01-27 14:35:00","2011-11-15 11:56:00",4,2,3,423,"New Customers"
13292,39,2,578.94,"2011-02-28 15:00:00","2011-11-01 10:04:00",3,3,3,333,"Loyal Customers"
17142,240,1,579.00,"2011-04-14 18:22:00","2011-04-14 18:22:00",1,1,3,113,Lost
18095,313,2,580.05,"2011-01-11 12:37:00","2011-01-31 12:50:00",1,3,3,133,"Cant Lose Them"
17259,149,2,581.23,"2010-12-06 12:55:00","2011-07-14 15:01:00",2,3,3,233,"Cant Lose Them"
12695,8,4,582.10,"2011-05-13 13:15:00","2011-12-02 13:22:00",5,4,3,543,"Loyal Customers"
13427,20,3,582.60,"2011-05-08 15:58:00","2011-11-20 13:02:00",4,3,3,433,"Loyal Customers"
12426,195,1,582.73,"2011-05-29 12:26:00","2011-05-29 12:26:00",1,1,3,113,Lost
17014,9,3,583.43,"2011-10-04 11:36:00","2011-12-01 14:09:00",5,3,3,533,"Loyal Customers"
15762,66,2,583.75,"2011-09-23 15:17:00","2011-10-05 16:15:00",3,3,3,333,"Loyal Customers"
13557,29,2,584.06,"2011-03-04 12:14:00","2011-11-11 15:24:00",4,3,3,433,"Loyal Customers"
14023,8,2,584.07,"2011-04-03 15:50:00","2011-12-02 13:58:00",5,2,3,523,"New Customers"
16072,289,1,584.32,"2011-02-24 14:32:00","2011-02-24 14:32:00",1,1,3,113,Lost
16384,90,2,584.50,"2011-03-21 10:13:00","2011-09-11 11:19:00",2,3,3,233,"Cant Lose Them"
15222,319,1,585.00,"2011-01-25 08:03:00","2011-01-25 08:03:00",1,1,3,113,Lost
13243,204,1,585.12,"2011-05-20 13:14:00","2011-05-20 13:14:00",1,1,3,113,Lost
12384,29,2,585.27,"2011-08-10 11:23:00","2011-11-11 08:39:00",4,2,3,423,"New Customers"
17890,323,2,586.89,"2010-12-13 15:12:00","2011-01-21 11:19:00",1,3,3,133,"Cant Lose Them"
17351,37,3,587.15,"2011-03-11 16:05:00","2011-11-03 18:45:00",3,4,3,343,"Loyal Customers"
15624,117,4,588.13,"2011-03-28 13:32:00","2011-08-15 11:38:00",2,4,3,243,"Cant Lose Them"
14338,162,2,588.22,"2011-05-27 13:30:00","2011-07-01 14:08:00",2,3,3,233,"Cant Lose Them"
16838,198,2,588.85,"2011-02-24 15:01:00","2011-05-26 13:13:00",1,3,3,133,"Cant Lose Them"
14882,27,2,589.70,"2011-11-06 10:15:00","2011-11-13 12:47:00",4,2,3,423,"New Customers"
13270,367,1,590.00,"2010-12-08 14:53:00","2010-12-08 14:53:00",1,1,3,113,Lost
13452,260,2,590.00,"2011-03-14 11:38:00","2011-03-25 14:19:00",1,3,3,133,"Cant Lose Them"
13276,64,2,590.93,"2011-09-01 10:03:00","2011-10-07 12:44:00",3,3,3,333,"Loyal Customers"
15573,32,2,591.19,"2011-09-15 12:16:00","2011-11-08 11:38:00",4,3,3,433,"Loyal Customers"
14692,138,4,591.55,"2011-01-21 13:47:00","2011-07-25 15:08:00",2,4,3,243,"Cant Lose Them"
16203,59,4,592.90,"2010-12-02 15:39:00","2011-10-12 12:31:00",3,4,3,343,"Loyal Customers"
18232,82,4,592.97,"2011-05-26 16:30:00","2011-09-19 11:49:00",2,4,3,243,"Cant Lose Them"
16535,6,1,593.75,"2011-12-04 15:18:00","2011-12-04 15:18:00",5,1,3,513,"New Customers"
15442,249,1,594.00,"2011-04-05 12:24:00","2011-04-05 12:24:00",1,1,3,113,Lost
12917,129,1,594.00,"2011-08-03 16:42:00","2011-08-03 16:42:00",2,2,3,223,"Needs Attention"
13959,80,3,594.04,"2010-12-12 13:56:00","2011-09-21 15:06:00",2,4,3,243,"Cant Lose Them"
16325,47,3,594.24,"2011-04-08 09:20:00","2011-10-24 08:48:00",3,4,3,343,"Loyal Customers"
16788,124,2,594.39,"2011-03-30 13:05:00","2011-08-08 14:53:00",2,3,3,233,"Cant Lose Them"
13558,6,4,594.52,"2011-10-02 13:01:00","2011-12-04 11:24:00",5,4,3,543,"Loyal Customers"
14284,31,2,595.25,"2011-09-14 13:04:00","2011-11-09 08:11:00",4,3,3,433,"Loyal Customers"
17658,26,2,595.42,"2011-05-12 15:23:00","2011-11-14 12:07:00",4,2,3,423,"New Customers"
13888,120,2,595.67,"2011-05-05 14:41:00","2011-08-12 10:13:00",2,3,3,233,"Cant Lose Them"
14965,97,2,596.09,"2011-09-04 13:15:00","2011-09-04 13:20:00",2,3,3,233,"Cant Lose Them"
18246,24,2,596.10,"2011-04-20 13:55:00","2011-11-16 11:49:00",4,2,3,423,"New Customers"
14467,18,4,596.26,"2011-01-31 12:35:00","2011-11-22 12:48:00",4,4,3,443,"Loyal Customers"
14675,17,1,596.36,"2011-11-23 12:58:00","2011-11-23 12:58:00",4,1,3,413,"New Customers"
15381,214,2,596.85,"2011-03-16 13:44:00","2011-05-10 11:55:00",1,3,3,133,"Cant Lose Them"
14645,157,2,597.09,"2011-03-09 09:52:00","2011-07-06 09:15:00",2,3,3,233,"Cant Lose Them"
14108,31,2,597.91,"2011-08-30 11:32:00","2011-11-09 10:41:00",4,3,3,433,"Loyal Customers"
16298,23,3,598.20,"2011-06-06 10:06:00","2011-11-17 11:59:00",4,3,3,433,"Loyal Customers"
13311,5,2,598.57,"2011-07-12 14:26:00","2011-12-05 12:55:00",5,2,3,523,"New Customers"
15720,25,1,598.73,"2011-11-15 14:48:00","2011-11-15 14:48:00",4,1,3,413,"New Customers"
17420,51,3,598.83,"2010-12-01 09:56:00","2011-10-20 14:52:00",3,4,3,343,"Loyal Customers"
14710,15,4,599.48,"2011-10-11 13:49:00","2011-11-25 14:53:00",4,4,3,443,"Loyal Customers"
12556,51,2,599.56,"2011-07-11 13:35:00","2011-10-20 13:06:00",3,3,3,333,"Loyal Customers"
12521,143,1,599.68,"2011-07-20 10:51:00","2011-07-20 10:51:00",2,2,3,223,"Needs Attention"
12872,327,2,599.97,"2010-12-09 14:44:00","2011-01-17 10:52:00",1,3,3,133,"Cant Lose Them"
18211,26,5,600.07,"2011-03-06 12:09:00","2011-11-14 08:10:00",4,4,3,443,"Loyal Customers"
12420,64,1,600.39,"2011-10-07 08:55:00","2011-10-07 08:55:00",3,2,3,323,"Potential Loyalist"
16654,142,4,601.27,"2010-12-06 15:09:00","2011-07-21 15:23:00",2,4,3,243,"Cant Lose Them"
14609,73,4,601.56,"2011-02-16 12:10:00","2011-09-28 12:54:00",2,4,3,243,"Cant Lose Them"
12654,11,5,601.98,"2011-02-17 13:16:00","2011-11-29 10:10:00",5,4,3,543,"Loyal Customers"
15366,76,2,602.51,"2010-12-16 15:59:00","2011-09-25 15:01:00",2,3,3,233,"Cant Lose Them"
16022,261,1,602.63,"2011-03-24 13:16:00","2011-03-24 13:16:00",1,1,3,113,Lost
12707,292,1,603.42,"2011-02-21 08:38:00","2011-02-21 08:38:00",1,1,3,113,Lost
16732,32,1,603.75,"2011-11-08 09:54:00","2011-11-08 09:54:00",4,2,3,423,"New Customers"
12944,36,2,604.51,"2010-12-20 10:41:00","2011-11-04 11:04:00",3,3,3,333,"Loyal Customers"
17664,19,2,604.64,"2011-05-11 14:17:00","2011-11-21 11:29:00",4,2,3,423,"New Customers"
14323,115,2,605.06,"2011-04-15 11:44:00","2011-08-17 11:37:00",2,3,3,233,"Cant Lose Them"
13233,75,2,605.12,"2011-01-07 14:49:00","2011-09-26 13:25:00",2,3,3,233,"Cant Lose Them"
17507,262,2,605.58,"2011-02-03 18:08:00","2011-03-23 11:48:00",1,3,3,133,"Cant Lose Them"
14133,130,3,605.64,"2011-01-28 11:27:00","2011-08-02 11:34:00",2,4,3,243,"Cant Lose Them"
17849,219,4,605.80,"2011-01-10 11:59:00","2011-05-05 13:46:00",1,4,3,143,"Cant Lose Them"
16718,370,1,606.05,"2010-12-05 13:03:00","2010-12-05 13:03:00",1,1,3,113,Lost
17119,4,2,606.91,"2011-10-11 11:03:00","2011-12-06 14:40:00",5,2,3,523,"New Customers"
12933,25,3,607.53,"2011-03-01 11:30:00","2011-11-15 16:38:00",4,3,3,433,"Loyal Customers"
13933,110,2,608.79,"2011-07-14 13:35:00","2011-08-22 14:03:00",2,3,3,233,"Cant Lose Them"
16442,2,3,609.30,"2010-12-14 10:46:00","2011-12-08 11:43:00",5,3,3,533,"Loyal Customers"
13357,258,1,609.40,"2011-03-27 13:56:00","2011-03-27 13:56:00",1,1,3,113,Lost
14636,37,2,609.85,"2011-03-16 09:52:00","2011-11-03 16:12:00",3,3,3,333,"Loyal Customers"
15795,150,1,610.01,"2011-07-13 10:43:00","2011-07-13 10:43:00",2,2,3,223,"Needs Attention"
12673,6,2,610.52,"2011-01-17 11:46:00","2011-12-04 13:55:00",5,2,3,523,"New Customers"
13731,220,2,610.59,"2011-04-07 10:10:00","2011-05-04 14:33:00",1,3,3,133,"Cant Lose Them"
16763,199,1,611.85,"2011-05-25 11:52:00","2011-05-25 11:52:00",1,1,3,113,Lost
16109,219,2,611.88,"2011-02-04 12:37:00","2011-05-05 09:17:00",1,3,3,133,"Cant Lose Them"
15645,19,1,612.01,"2011-11-21 11:55:00","2011-11-21 11:55:00",4,1,3,413,"New Customers"
15232,114,2,612.06,"2011-07-22 12:21:00","2011-08-18 16:27:00",2,3,3,233,"Cant Lose Them"
18149,51,3,612.08,"2011-03-11 12:44:00","2011-10-20 12:04:00",3,4,3,343,"Loyal Customers"
12513,113,1,612.29,"2011-08-19 10:51:00","2011-08-19 10:51:00",2,2,3,223,"Needs Attention"
18022,36,1,612.72,"2011-11-04 12:45:00","2011-11-04 12:45:00",3,2,3,323,"Potential Loyalist"
16116,212,1,612.78,"2011-05-12 12:01:00","2011-05-12 12:01:00",1,1,3,113,Lost
16566,16,5,614.66,"2011-02-20 10:29:00","2011-11-24 16:34:00",4,4,3,443,"Loyal Customers"
15275,38,1,615.14,"2011-11-02 11:20:00","2011-11-02 11:20:00",3,2,3,323,"Potential Loyalist"
14382,27,1,615.49,"2011-11-13 16:18:00","2011-11-13 16:18:00",4,1,3,413,"New Customers"
14905,158,2,616.15,"2011-04-20 10:48:00","2011-07-05 12:41:00",2,3,3,233,"Cant Lose Them"
16311,18,2,616.26,"2011-10-21 13:13:00","2011-11-22 08:54:00",4,2,3,423,"New Customers"
14377,192,2,617.05,"2011-03-22 13:38:00","2011-06-01 13:32:00",1,3,3,133,"Cant Lose Them"
14593,22,3,617.15,"2011-05-25 11:14:00","2011-11-18 12:48:00",4,3,3,433,"Loyal Customers"
16134,22,2,618.09,"2010-12-15 14:00:00","2011-11-18 10:05:00",4,2,3,423,"New Customers"
13301,104,4,618.09,"2011-02-20 13:13:00","2011-08-28 11:25:00",2,4,3,243,"Cant Lose Them"
12596,52,2,618.27,"2011-04-11 13:22:00","2011-10-19 13:02:00",3,3,3,333,"Loyal Customers"
13145,40,4,618.52,"2010-12-02 18:06:00","2011-10-31 12:45:00",3,4,3,343,"Loyal Customers"
16613,71,1,618.59,"2011-09-30 15:52:00","2011-09-30 15:52:00",3,2,3,323,"Potential Loyalist"
13493,276,2,618.63,"2011-02-25 16:42:00","2011-03-09 15:35:00",1,3,3,133,"Cant Lose Them"
12667,59,1,620.13,"2011-10-12 17:00:00","2011-10-12 17:00:00",3,2,3,323,"Potential Loyalist"
16141,89,1,620.40,"2011-09-12 13:11:00","2011-09-12 13:11:00",2,2,3,223,"Needs Attention"
13546,13,3,621.09,"2011-05-23 12:14:00","2011-11-27 14:50:00",5,3,3,533,"Loyal Customers"
13402,128,2,621.23,"2010-12-02 17:12:00","2011-08-04 15:51:00",2,3,3,233,"Cant Lose Them"
14152,76,2,621.29,"2011-04-19 15:46:00","2011-09-25 12:54:00",2,3,3,233,"Cant Lose Them"
17640,87,1,621.66,"2011-09-14 09:13:00","2011-09-14 09:13:00",2,2,3,223,"Needs Attention"
16915,10,6,621.68,"2011-03-01 09:52:00","2011-11-30 16:39:00",5,5,3,553,"Loyal Customers"
18217,30,2,621.75,"2011-09-30 10:44:00","2011-11-10 13:18:00",4,3,3,433,"Loyal Customers"
15768,116,3,621.83,"2011-04-28 09:20:00","2011-08-16 10:48:00",2,4,3,243,"Cant Lose Them"
17460,95,6,622.43,"2010-12-01 16:24:00","2011-09-06 15:04:00",2,5,3,253,"Cant Lose Them"
15182,155,2,622.85,"2011-03-16 12:42:00","2011-07-08 13:37:00",2,3,3,233,"Cant Lose Them"
17499,290,1,622.88,"2011-02-23 09:14:00","2011-02-23 09:14:00",1,1,3,113,Lost
15258,169,2,623.16,"2011-05-06 14:16:00","2011-06-24 12:30:00",2,3,3,233,"Cant Lose Them"
16431,214,3,623.28,"2011-02-15 14:02:00","2011-05-10 14:09:00",1,3,3,133,"Cant Lose Them"
13368,257,2,623.40,"2011-01-06 12:32:00","2011-03-28 09:59:00",1,3,3,133,"Cant Lose Them"
15147,241,1,623.50,"2011-04-13 15:57:00","2011-04-13 15:57:00",1,1,3,113,Lost
12649,108,3,623.51,"2011-05-11 14:37:00","2011-08-24 14:41:00",2,4,3,243,"Cant Lose Them"
16750,45,5,623.93,"2011-04-21 16:53:00","2011-10-26 12:48:00",3,4,3,343,"Loyal Customers"
16469,24,4,625.42,"2011-04-07 13:11:00","2011-11-16 12:25:00",4,4,3,443,"Loyal Customers"
13914,12,2,626.45,"2011-11-03 16:28:00","2011-11-28 10:35:00",5,2,3,523,"New Customers"
12577,36,3,626.60,"2010-12-15 16:21:00","2011-11-04 13:24:00",3,3,3,333,"Loyal Customers"
14036,285,1,626.65,"2011-02-28 09:26:00","2011-02-28 09:26:00",1,1,3,113,Lost
15402,149,2,626.77,"2011-05-27 13:32:00","2011-07-14 12:17:00",2,3,3,233,"Cant Lose Them"
15028,9,4,627.13,"2010-12-06 12:47:00","2011-12-01 14:06:00",5,4,3,543,"Loyal Customers"
13518,86,1,627.16,"2011-09-15 10:29:00","2011-09-15 10:29:00",2,2,3,223,"Needs Attention"
14687,107,1,628.38,"2011-08-25 11:59:00","2011-08-25 11:59:00",2,2,3,223,"Needs Attention"
13525,15,2,628.78,"2011-04-05 15:36:00","2011-11-25 12:01:00",4,2,3,423,"New Customers"
13046,31,2,629.31,"2011-03-18 15:43:00","2011-11-09 08:36:00",4,3,3,433,"Loyal Customers"
17990,237,3,630.84,"2010-12-13 12:10:00","2011-04-17 11:44:00",1,3,3,133,"Cant Lose Them"
16418,45,3,631.12,"2011-04-27 16:54:00","2011-10-26 12:39:00",3,4,3,343,"Loyal Customers"
13539,86,3,631.34,"2011-02-03 15:23:00","2011-09-15 10:18:00",2,4,3,243,"Cant Lose Them"
17985,23,1,631.35,"2011-11-17 14:24:00","2011-11-17 14:24:00",4,1,3,413,"New Customers"
15244,66,2,631.57,"2011-04-05 15:12:00","2011-10-05 13:19:00",3,3,3,333,"Loyal Customers"
14021,156,3,631.90,"2011-03-28 15:10:00","2011-07-07 15:46:00",2,4,3,243,"Cant Lose Them"
13822,6,2,632.00,"2011-10-30 15:55:00","2011-12-04 12:13:00",5,2,3,523,"New Customers"
18183,228,2,632.07,"2011-03-10 10:08:00","2011-04-26 15:26:00",1,3,3,133,"Cant Lose Them"
16306,214,6,632.27,"2010-12-07 15:18:00","2011-05-10 12:12:00",1,5,3,153,"Cant Lose Them"
14220,248,2,632.40,"2010-12-16 18:18:00","2011-04-06 13:23:00",1,3,3,133,"Cant Lose Them"
13892,27,4,632.97,"2011-04-07 12:04:00","2011-11-13 11:50:00",4,4,3,443,"Loyal Customers"
16139,19,3,635.41,"2011-05-17 10:23:00","2011-11-21 08:37:00",4,3,3,433,"Loyal Customers"
14000,212,1,635.66,"2011-05-12 16:50:00","2011-05-12 16:50:00",1,1,3,113,Lost
15773,6,1,635.68,"2011-12-04 12:48:00","2011-12-04 12:48:00",5,1,3,513,"New Customers"
15829,100,2,636.14,"2011-07-22 10:23:00","2011-09-01 16:45:00",2,3,3,233,"Cant Lose Them"
14664,20,2,636.24,"2011-11-06 14:56:00","2011-11-20 10:59:00",4,2,3,423,"New Customers"
14481,165,2,636.51,"2011-02-25 13:53:00","2011-06-28 10:38:00",2,3,3,233,"Cant Lose Them"
14128,61,2,637.50,"2011-03-29 10:49:00","2011-10-10 12:00:00",3,3,3,333,"Loyal Customers"
14754,45,2,638.05,"2011-02-17 12:21:00","2011-10-26 12:01:00",3,3,3,333,"Loyal Customers"
18160,58,2,638.06,"2011-05-23 13:41:00","2011-10-13 15:50:00",3,3,3,333,"Loyal Customers"
17515,32,4,639.02,"2011-01-25 14:33:00","2011-11-08 14:04:00",4,4,3,443,"Loyal Customers"
15648,205,2,639.50,"2011-03-17 18:59:00","2011-05-19 15:53:00",1,3,3,133,"Cant Lose Them"
14301,118,1,640.14,"2011-08-14 15:33:00","2011-08-14 15:33:00",2,2,3,223,"Needs Attention"
12631,58,1,640.50,"2011-10-13 13:53:00","2011-10-13 13:53:00",3,2,3,323,"Potential Loyalist"
13318,2,3,640.76,"2011-11-02 13:26:00","2011-12-08 18:51:00",5,3,3,533,"Loyal Customers"
13417,5,2,640.83,"2011-05-18 16:26:00","2011-12-05 08:49:00",5,2,3,523,"New Customers"
12624,107,2,641.13,"2011-06-15 12:34:00","2011-08-25 15:04:00",2,3,3,233,"Cant Lose Them"
12365,292,2,641.38,"2011-02-21 13:51:00","2011-02-21 14:04:00",1,3,3,133,"Cant Lose Them"
18218,212,2,641.92,"2011-03-03 12:24:00","2011-05-12 12:53:00",1,3,3,133,"Cant Lose Them"
